coded_v1
,equal,reqeduc,reqcomp,reqorg,call,gender,ethnicity,
1604,0,0,1,0,0,0,0,
1605,0,0,0,0,0,0,1,
1606,0,0,0,0,0,0,0,
1607,0,0,0,0,0,0,0,
1608,0,0,0,0,0,0,1,
1609,1,0,1,0,0,0,1,
1610,1,0,1,0,0,0,0,
1611,1,0,1,0,0,0,0,
1612,1,0,1,0,0,0,1,
1613,1,0,1,0,0,0,1,
1614,1,0,1,0,0,0,0,
1615,1,0,1,0,0,0,1,
1616,1,0,1,0,0,0,0,
1617,1,0,1,1,0,0,0,
1618,1,0,1,1,0,0,1,
1619,1,0,1,1,0,0,1,
1620,1,0,1,1,0,0,0,
1621,0,0,1,0,0,0,1,
1622,0,0,1,0,0,0,0,
1623,0,0,1,0,0,0,1,
1624,0,0,1,0,0,0,0,
1625,0,0,1,0,0,0,1,
1626,0,0,1,0,0,0,0,
1627,0,0,1,0,0,0,0,
1628,0,0,1,0,0,0,1,
1629,0,0,1,0,0,0,1,
1630,0,0,1,0,0,0,0,
1631,0,0,1,0,0,0,1,
1632,0,0,1,0,0,0,0,
1633,0,0,0,0,0,0,1,
1634,0,0,0,0,0,0,0,
1635,0,0,0,0,0,0,1,
1636,0,0,0,0,0,0,0,
1637,1,0,1,0,0,1,1,
1638,1,0,1,0,0,1,1,
1639,1,0,1,0,0,1,0,
1640,1,0,1,0,0,1,0,
1641,1,0,1,0,0,1,1,
1642,1,0,1,0,0,1,0,
1643,0,0,1,0,0,0,0,
1644,0,0,1,0,0,0,1,
1645,0,0,1,0,0,0,1,
1646,0,0,1,0,0,0,0,
1647,0,0,1,0,0,0,0,
1648,0,0,1,0,0,0,1,
1649,0,0,1,0,0,0,1,
1650,0,0,1,0,0,0,0,
1651,0,0,1,0,0,0,1,
1652,0,0,1,0,0,0,0,
1653,0,0,1,0,0,0,1,
1654,0,0,1,0,0,0,0,
1655,0,0,1,0,0,0,1,
1656,0,0,1,0,0,0,1,
1657,1,0,0,0,0,1,1,
1658,0,0,0,0,0,1,1,
1659,0,0,1,0,0,0,0,
1660,0,0,0,0,0,0,1,
1661,1,0,0,0,0,1,1,
1662,0,0,0,0,0,1,1,
1663,1,0,0,0,0,1,1,
1664,0,0,1,0,0,1,0,
1665,0,0,0,0,0,1,0,
1666,1,0,0,0,0,0,0,
1667,1,0,0,0,0,0,0,
1668,1,0,0,0,0,0,0,
1669,0,0,0,0,0,0,0,
1670,1,0,0,0,0,0,1,
1671,1,0,0,0,0,0,1,
1672,0,0,1,0,0,0,1,
1673,0,0,0,0,0,1,0,
1674,0,0,0,0,0,1,0,
1675,0,0,1,0,0,1,0,
1676,1,0,0,0,0,1,1,
1677,0,0,0,0,0,0,1,
1678,1,0,0,0,0,1,0,
1679,0,0,1,0,0,0,1,
1680,0,0,1,0,0,0,0,
1681,1,0,0,0,0,1,0,
1682,1,0,0,0,0,1,0,
1683,0,0,0,0,0,0,1,
1684,0,0,0,0,0,0,1,
1685,0,0,0,0,0,0,0,
1686,0,0,0,0,0,0,0,
1687,0,0,0,0,1,0,1,
1688,0,0,0,0,0,0,0,
1689,0,0,0,0,0,0,1,
1690,0,0,0,0,0,0,0,
1691,0,0,1,0,0,0,1,
1692,0,0,1,0,0,0,1,
1693,0,0,1,0,0,0,0,
1694,0,0,1,0,0,0,0,
1695,0,0,1,0,1,0,1,
1696,0,0,1,0,1,0,0,
1697,0,0,1,0,1,0,1,
1698,0,0,1,0,0,0,0,
1699,1,0,0,0,0,0,0,
1700,1,0,0,0,0,0,1,
1701,1,0,0,0,0,0,1,
1702,1,0,0,0,1,0,0,
1703,0,0,1,0,0,0,0,
1704,0,0,1,0,0,0,1,
1705,0,0,1,0,0,0,1,
1706,0,0,1,0,0,0,0,
1707,0,0,0,0,0,0,1,
1708,0,0,0,0,0,0,0,
1709,0,0,0,0,0,0,1,
1710,0,0,0,0,0,0,0,
1711,0,0,1,0,0,0,0,
1712,0,0,1,0,1,0,1,
1713,0,0,1,0,1,0,1,
1714,0,0,1,0,0,0,0,
1715,0,0,0,0,0,0,1,
1716,0,0,0,0,1,0,1,
1717,0,0,0,0,0,0,0,
1718,0,0,0,0,1,0,0,
1719,1,0,0,0,0,1,1,
1720,1,0,0,0,0,0,0,
1721,1,0,0,0,0,0,1,
1722,1,0,0,0,0,0,0,
1723,1,0,1,0,0,0,1,
1724,1,0,1,0,0,0,0,
1725,1,0,1,0,0,0,1,
1726,1,0,1,0,0,0,0,
1727,1,0,0,0,0,0,1,
1728,0,0,1,0,0,0,0,
1729,1,0,0,0,0,0,0,
1730,0,0,1,0,0,0,1,
1731,0,0,1,0,0,0,1,
1732,0,0,1,0,0,0,0,
1733,0,0,1,0,0,0,1,
1734,0,0,1,0,0,0,1,
1735,0,0,1,0,0,0,0,
1736,0,0,1,0,0,0,0,
1737,1,1,1,0,0,0,0,
1738,1,1,1,0,1,0,1,
1739,1,1,1,0,0,0,1,
1740,1,1,1,0,0,0,0,
1741,1,0,0,0,1,1,1,
1742,1,0,0,0,0,0,0,
1743,1,0,0,0,0,0,0,
1744,1,0,0,0,1,0,1,
1745,0,0,0,0,0,1,1,
1746,0,0,0,0,0,1,0,
1747,0,0,0,0,0,0,1,
1748,0,0,0,0,0,0,0,
1749,0,0,1,0,0,0,1,
1750,0,0,1,0,0,0,0,
1751,0,0,1,0,0,0,1,
1752,0,0,1,0,0,0,0,
1753,0,0,1,0,0,0,1,
1754,0,0,0,0,0,0,0,
1755,0,0,1,0,0,0,0,
1756,0,0,0,0,0,1,1,
1757,1,0,0,0,0,0,0,
1758,1,0,0,0,0,0,1,
1759,1,0,1,1,0,0,1,
1760,1,0,1,1,0,0,0,
1761,1,0,1,1,0,0,1,
1762,1,0,1,1,0,0,0,
1763,0,1,1,1,0,0,1,
1764,0,0,0,0,0,0,1,
1765,0,1,1,1,0,0,0,
1766,0,1,1,1,0,0,1,
1767,0,1,1,1,0,0,0,
1768,0,0,0,0,0,1,0,
1769,0,0,1,0,0,0,0,
1770,0,0,1,0,0,0,1,
1771,0,0,1,0,0,0,0,
1772,0,0,1,0,0,0,1,
1773,1,0,0,0,0,1,1,
1774,1,0,1,0,0,0,1,
1775,1,0,1,0,0,0,0,
1776,1,0,1,0,0,0,0,
1777,1,0,0,0,0,0,0,
1778,1,0,1,0,0,0,1,
1779,0,0,0,0,0,0,0,
1780,1,1,0,1,0,0,0,
1781,1,1,0,1,0,0,1,
1782,0,0,0,0,0,0,1,
1783,1,1,0,1,0,0,1,
1784,1,1,0,1,0,0,0,
1785,1,0,0,1,0,0,0,
1786,1,0,0,1,0,0,1,
1787,1,0,0,1,0,0,1,
1788,1,0,0,1,0,0,0,
1789,1,0,1,0,0,0,1,
1790,1,0,1,0,0,0,1,
1791,1,0,1,0,0,0,0,
1792,1,0,1,0,0,0,0,
1793,0,1,0,0,0,1,1,
1794,0,1,0,0,0,1,0,
1795,0,1,0,0,0,0,1,
1796,0,0,0,0,0,0,1,
1797,0,0,0,0,0,1,1,
1798,0,1,0,0,0,0,0,
1799,0,0,0,0,0,0,0,
1800,0,0,0,0,0,1,0,
1801,0,0,0,0,0,0,1,
1802,0,0,0,0,0,0,0,
1803,1,0,0,0,0,0,1,
1804,1,0,0,0,0,0,0,
1805,1,1,1,0,0,0,0,
1806,1,1,1,0,0,0,1,
1807,0,0,0,0,0,0,1,
1808,0,0,0,0,0,0,0,
1809,1,1,1,0,0,0,1,
1810,0,0,0,0,0,0,1,
1811,0,0,0,0,0,0,0,
1812,1,1,1,0,0,0,1,
1813,1,1,1,0,0,0,0,
1814,1,1,1,0,0,0,0,
1815,1,1,0,0,1,0,1,
1816,1,1,1,0,1,0,0,
1817,0,0,0,0,0,0,0,
1818,0,0,0,0,0,1,1,
1819,1,0,1,0,0,0,0,
1820,1,0,1,0,0,0,1,
1821,1,0,0,0,0,0,0,
1822,1,0,0,0,0,1,1,
1823,0,0,0,0,0,0,0,
1824,0,0,0,0,0,1,1,
1825,1,0,0,1,0,1,1,
1826,1,0,0,1,0,0,0,
1827,1,0,1,0,0,0,1,
1828,1,0,1,0,0,0,0,
1829,1,0,1,0,0,0,1,
1830,1,0,1,0,0,0,0,
1831,1,0,1,0,0,0,1,
1832,0,0,0,0,0,0,1,
1833,1,0,1,0,0,0,1,
1834,1,0,1,0,0,0,0,
1835,0,0,0,0,0,0,0,
1836,1,0,1,0,0,0,0,
1837,1,0,0,0,0,1,1,
1838,0,0,1,0,0,0,1,
1839,0,0,1,0,0,0,0,
1840,0,0,1,0,0,0,1,
1841,1,0,0,0,0,0,0,
1842,0,0,1,0,0,0,0,
1843,1,0,1,0,0,0,1,
1844,0,0,0,0,0,0,1,
1845,1,0,1,0,0,0,0,
1846,1,0,1,0,1,0,1,
1847,0,0,0,0,0,0,0,
1848,1,0,1,0,0,0,0,
1849,0,0,1,0,0,0,1,
1850,0,0,1,0,0,0,0,
1851,0,0,1,0,0,0,0,
1852,1,0,0,0,0,1,0,
1853,1,0,0,0,0,1,1,
1854,0,0,1,0,0,0,1,
1855,0,0,1,0,0,0,1,
1856,0,0,0,0,0,0,1,
1857,0,0,0,0,0,0,0,
1858,0,0,1,0,0,0,0,
1859,0,0,1,0,0,0,1,
1860,0,0,1,0,0,0,0,
1861,1,0,1,0,0,0,1,
1862,1,0,1,0,0,0,0,
1863,1,0,1,0,0,0,0,
1864,0,0,0,0,0,1,0,
1865,1,0,1,0,0,0,1,
1866,0,0,0,0,0,1,1,
1867,0,0,0,0,0,0,0,
1868,0,0,0,0,0,1,1,
1869,1,0,1,0,0,0,1,
1870,1,0,1,0,0,0,0,
1871,1,0,1,0,0,0,1,
1872,1,0,1,0,0,0,0,
1873,0,0,1,0,0,0,1,
1874,1,0,0,0,0,0,1,
1875,0,0,1,0,0,0,1,
1876,0,0,1,0,0,0,0,
1877,0,0,1,0,0,0,0,
1878,1,0,0,0,0,1,0,
1879,1,0,0,1,0,0,0,
1880,0,0,0,0,0,0,0,
1881,0,0,0,0,0,0,1,
1882,1,0,0,1,0,0,1,
1883,1,0,0,1,0,0,0,
1884,0,0,0,0,0,0,0,
1885,0,0,0,0,0,1,1,
1886,1,0,0,1,0,0,1,
1887,0,0,1,0,0,0,1,
1888,0,0,0,0,1,1,1,
1889,0,0,0,0,0,1,0,
1890,0,0,0,0,0,0,0,
1891,0,0,1,0,1,0,0,
1892,0,0,1,0,0,0,0,
1893,0,0,1,0,1,0,1,
1894,0,0,0,0,0,0,1,
1895,0,0,0,0,0,0,0,
1896,0,0,0,0,0,1,1,
1897,0,0,0,0,0,1,1,
1898,0,0,0,0,0,0,1,
1899,0,0,0,0,0,1,0,
1900,1,1,0,0,0,0,0,
1901,0,0,0,0,0,0,1,
1902,0,0,0,0,0,1,1,
1903,0,0,0,0,0,1,1,
1904,0,0,0,0,0,1,0,
1905,0,0,0,0,0,1,0,
1906,1,1,0,0,0,0,1,
1907,0,0,0,0,0,0,0,
1908,0,0,0,0,0,0,0,
1909,0,0,0,0,0,0,0,
1910,0,0,0,0,0,0,0,
1911,0,0,0,0,0,1,0,
1912,0,0,0,0,1,1,1,
1913,0,0,0,0,0,1,1,
1914,0,0,0,0,0,1,1,
1915,1,1,0,0,0,1,1,
1916,0,0,0,0,1,1,0,
1917,0,0,0,0,0,1,1,
1918,1,1,0,0,0,1,0,
1919,0,0,0,0,0,0,1,
1920,0,0,0,0,0,0,0,
1921,0,0,0,0,0,0,1,
1922,0,0,0,0,0,0,0,
1923,0,0,0,0,0,0,1,
1924,0,0,0,0,0,0,0,
1925,0,0,0,0,0,0,1,
1926,0,0,0,0,0,0,0,
1927,0,0,1,0,0,0,0,
1928,0,0,1,0,0,0,1,
1929,0,0,1,0,0,0,0,
1930,0,0,1,0,0,0,1,
1931,0,0,0,1,0,0,1,
1932,0,0,0,1,0,0,1,
1933,0,0,0,1,0,0,0,
1934,0,0,0,1,0,0,0,
1935,0,0,0,0,1,0,0,
1936,0,0,0,0,1,0,1,
1937,0,0,0,0,0,0,1,
1938,0,0,0,0,1,0,0,
1939,0,0,1,1,0,0,1,
1940,0,0,1,1,0,0,0,
1941,0,0,0,0,0,0,1,
1942,0,0,0,0,0,0,0,
1943,0,0,0,0,0,0,1,
1944,0,0,0,0,0,0,0,
1945,0,0,1,0,0,0,1,
1946,0,0,1,0,0,0,0,
1947,0,0,1,0,0,0,1,
1948,0,0,1,0,0,0,0,
1949,0,0,1,0,0,0,1,
1950,0,0,1,0,0,0,0,
1951,0,0,1,0,1,0,1,
1952,0,0,1,0,1,0,0,
1953,0,0,1,0,0,0,1,
1954,0,0,1,0,0,0,0,
1955,0,0,1,0,0,0,0,
1956,0,0,1,0,0,0,1,
1957,1,0,1,0,0,0,1,
1958,1,0,1,0,0,0,1,
1959,1,0,1,0,0,0,0,
1960,1,0,1,0,0,0,0,
1961,0,0,1,0,1,0,0,
1962,0,0,1,0,0,0,1,
1963,0,0,1,0,0,0,1,
1964,0,0,1,0,0,0,0,
1965,0,0,1,1,0,0,1,
1966,0,0,1,1,0,0,0,
1967,0,0,1,1,0,0,0,
1968,0,0,1,1,0,0,1,
1969,0,0,0,0,0,1,0,
1970,0,0,0,0,1,1,0,
1971,0,0,0,0,0,1,1,
1972,0,0,0,0,0,1,1,
1973,0,0,1,0,0,0,1,
1974,0,0,1,0,0,0,0,
1975,0,0,1,0,0,0,1,
1976,0,0,1,0,0,0,0,
1977,0,0,1,0,0,0,1,
1978,0,0,1,0,1,0,0,
1979,0,0,1,0,0,0,1,
1980,0,0,1,0,0,0,0,
1981,0,1,1,0,0,0,0,
1982,0,1,1,0,0,0,1,
1983,0,1,1,0,0,0,0,
1984,0,1,1,0,0,0,1,
1985,1,1,0,0,0,0,0,
1986,1,0,0,0,1,1,1,
1987,0,0,0,0,0,1,1,
1988,0,0,0,0,0,1,1,
1989,0,0,0,0,0,1,1,
1990,0,0,0,0,0,0,1,
1991,1,0,0,0,0,0,0,
1992,1,0,0,0,0,1,1,
1993,1,0,0,0,0,1,0,
1994,1,1,0,0,0,1,1,
1995,0,0,0,0,0,1,0,
1996,0,0,0,0,0,0,0,
1997,0,0,0,0,0,0,0,
1998,0,0,0,0,0,0,0,
1999,0,0,0,0,0,1,1,
2000,1,1,0,0,0,0,1,
2001,0,0,0,0,0,0,0,
2002,0,0,0,0,0,1,1,
2003,1,1,0,0,0,1,0,
2004,0,0,0,0,0,1,0,
2005,0,0,0,0,0,0,1,
2006,0,0,0,0,0,0,0,
2007,0,0,0,0,0,0,1,
2008,0,0,0,0,0,0,0,
2009,0,0,0,0,1,0,1,
2010,0,0,0,0,1,0,0,
2011,0,0,0,0,1,0,0,
2012,0,0,0,0,0,0,1,
2013,0,0,1,0,0,0,0,
2014,0,0,1,0,1,0,1,
2015,0,0,1,0,0,0,0,
2016,0,0,1,0,0,0,1,
2017,0,0,0,0,0,0,1,
2018,0,0,0,0,0,1,0,
2019,0,0,0,0,0,0,1,
2020,0,0,0,0,0,0,0,
2021,0,0,1,0,0,0,1,
2022,0,0,1,0,0,0,0,
2023,0,0,1,0,0,0,1,
2024,0,0,1,0,0,0,0,
2025,0,0,0,0,0,0,0,
2026,0,0,0,0,0,0,1,
2027,0,0,0,0,1,0,1,
2028,0,0,0,0,0,0,0,
2029,0,0,0,0,0,0,0,
2030,0,0,0,0,0,0,1,
2031,0,0,0,0,0,0,1,
2032,0,0,0,0,0,0,0,
2033,0,0,1,1,0,0,0,
2034,0,0,1,1,0,0,0,
2035,0,0,1,1,0,0,1,
2036,0,0,1,1,0,0,1,
2037,0,0,1,0,0,0,1,
2038,0,0,1,0,0,0,0,
2039,0,0,1,0,0,0,1,
2040,0,0,1,0,0,0,0,
2041,0,0,1,0,0,0,1,
2042,0,0,1,0,0,0,1,
2043,0,0,1,0,0,0,0,
2044,0,0,1,0,0,0,0,
2045,0,0,1,0,0,0,1,
2046,0,0,1,0,0,0,0,
2047,0,0,1,0,0,0,1,
2048,0,0,1,0,0,0,0,
2049,0,0,1,0,0,0,1,
2050,0,0,1,0,0,0,0,
2051,0,0,1,0,0,0,1,
2052,0,0,1,0,0,0,0,
2053,1,0,1,0,0,0,1,
2054,1,0,1,0,0,0,0,
2055,1,0,1,0,0,0,1,
2056,1,0,1,0,0,0,0,
2057,0,0,1,0,0,0,1,
2058,0,0,1,0,0,0,0,
2059,0,0,1,0,0,0,0,
2060,0,0,1,0,0,0,1,
2061,0,0,0,0,0,0,0,
2062,0,0,1,0,0,1,1,
2063,0,0,1,1,0,1,1,
2064,1,0,0,0,0,1,0,
2065,1,0,0,0,0,1,1,
2066,0,0,0,0,0,1,1,
2067,0,0,1,1,0,1,1,
2068,0,0,1,0,0,1,0,
2069,0,0,1,0,0,0,1,
2070,1,0,0,0,0,0,0,
2071,1,0,0,0,0,0,1,
2072,0,0,1,0,0,0,1,
2073,1,0,0,0,0,0,0,
2074,1,0,0,0,0,0,1,
2075,0,0,0,0,0,1,0,
2076,0,0,1,1,0,1,0,
2077,0,0,1,0,0,1,0,
2078,0,0,0,0,0,1,1,
2079,0,0,1,0,0,1,1,
2080,1,0,0,0,0,1,1,
2081,0,0,1,1,0,0,0,
2082,0,0,1,0,0,1,0,
2083,0,0,1,0,0,1,0,
2084,1,0,0,0,0,1,0,
2085,0,0,0,0,0,0,1,
2086,0,0,0,0,0,0,1,
2087,0,0,0,0,0,0,0,
2088,0,0,0,0,0,0,0,
2089,0,0,1,0,0,0,1,
2090,0,0,1,0,0,0,1,
2091,0,0,1,0,0,0,0,
2092,0,0,1,0,0,0,0,
2093,1,0,0,0,1,0,1,
2094,1,0,0,0,1,0,0,
2095,1,0,0,0,0,0,1,
2096,1,0,0,0,0,0,0,
2097,1,0,1,0,1,0,1,
2098,1,0,1,0,1,0,1,
2099,1,0,1,0,1,0,0,
2100,1,0,1,0,1,0,0,
2101,1,0,1,0,0,0,0,
2102,1,0,1,0,0,0,1,
2103,1,0,1,0,0,0,0,
2104,1,0,1,0,0,0,1,
2105,0,0,0,0,0,0,0,
2106,0,0,0,0,0,0,1,
2107,0,0,0,0,1,0,1,
2108,0,0,0,0,0,0,0,
2109,0,0,0,0,1,0,1,
2110,0,0,0,0,0,0,0,
2111,0,0,0,0,1,0,1,
2112,0,0,0,0,0,1,0,
2113,0,0,1,0,0,0,1,
2114,0,0,1,0,0,0,0,
2115,0,0,1,0,0,0,1,
2116,0,0,1,0,0,0,0,
2117,0,0,0,1,0,0,0,
2118,0,0,0,1,0,0,1,
2119,0,0,0,1,0,0,1,
2120,0,0,0,1,0,0,0,
2121,0,0,0,0,0,0,0,
2122,0,0,0,0,0,0,1,
2123,0,0,0,0,0,0,1,
2124,0,0,0,0,0,0,0,
2125,0,0,0,1,0,0,0,
2126,0,0,0,1,0,0,1,
2127,0,0,0,1,0,0,1,
2128,0,0,0,1,0,0,0,
2129,1,0,1,0,0,0,0,
2130,1,0,1,0,0,0,1,
2131,1,0,1,0,0,0,1,
2132,1,0,1,0,0,0,0,
2133,0,0,0,0,0,0,1,
2134,0,0,0,0,0,0,1,
2135,0,0,0,0,0,0,0,
2136,0,0,0,0,0,0,0,
2137,0,0,1,0,0,0,0,
2138,0,0,1,0,0,0,1,
2139,0,0,1,0,0,0,1,
2140,0,0,1,0,0,0,0,
2141,0,0,1,0,0,0,1,
2142,0,0,1,0,0,0,1,
2143,0,0,1,0,0,0,0,
2144,0,0,1,0,0,0,0,
2145,0,0,0,1,0,0,1,
2146,0,0,0,1,0,0,1,
2147,0,0,0,1,0,0,0,
2148,0,0,0,1,0,0,0,
2149,1,0,1,0,0,0,1,
2150,1,0,1,0,0,0,1,
2151,1,0,1,0,0,0,0,
2152,1,0,1,0,0,0,0,
2153,0,0,0,0,0,1,1,
2154,1,1,0,0,0,1,1,
2155,1,1,0,0,0,1,1,
2156,1,0,0,0,0,0,1,
2157,0,0,0,0,0,0,0,
2158,1,0,0,0,0,0,1,
2159,0,0,0,0,0,1,1,
2160,1,1,0,0,0,1,1,
2161,0,0,0,0,0,1,1,
2162,0,0,0,0,0,1,0,
2163,1,1,0,0,0,1,0,
2164,0,0,0,0,0,1,0,
2165,0,0,0,0,1,1,0,
2166,0,0,0,0,0,1,0,
2167,1,0,0,0,0,0,0,
2168,0,0,0,0,0,0,1,
2169,0,0,0,0,0,0,0,
2170,0,0,0,0,0,0,0,
2171,1,0,0,0,0,0,0,
2172,1,1,0,0,0,0,0,
2173,0,0,0,0,0,0,0,
2174,0,0,0,0,0,0,0,
2175,1,1,0,0,0,0,0,
2176,0,0,0,0,0,0,1,
2177,0,0,0,0,0,0,1,
2178,0,0,0,0,0,0,1,
2179,0,0,0,0,0,1,1,
2180,1,1,0,0,0,1,1,
2181,1,0,0,0,0,1,1,
2182,0,0,0,0,0,1,1,
2183,0,0,0,0,0,1,1,
2184,1,0,0,0,0,1,0,
2185,1,1,0,0,0,1,0,
2186,0,0,0,0,0,0,0,
2187,1,0,0,0,0,0,0,
2188,0,0,0,0,0,0,0,
2189,0,0,0,0,0,1,1,
2190,0,0,0,0,0,1,1,
2191,1,0,0,0,0,1,1,
2192,0,0,0,0,0,1,0,
2193,1,1,1,0,0,0,0,
2194,1,1,1,0,1,0,1,
2195,1,1,1,0,1,0,1,
2196,1,1,1,0,0,0,0,
2197,0,0,1,0,0,0,1,
2198,0,0,1,0,0,0,0,
2199,0,0,1,0,0,0,1,
2200,0,0,1,0,0,0,0,
2201,0,0,1,0,0,0,1,
2202,0,0,1,0,1,0,0,
2203,0,0,1,0,0,0,0,
2204,0,0,1,0,1,0,1,
2205,0,1,1,0,1,0,1,
2206,0,1,1,0,0,0,0,
2207,0,1,1,0,0,0,0,
2208,0,1,1,0,1,0,1,
2209,0,0,1,0,0,0,1,
2210,0,0,1,0,0,0,0,
2211,0,0,1,0,1,0,0,
2212,0,0,1,0,0,0,1,
2213,0,0,1,0,0,0,1,
2214,0,0,1,0,0,0,1,
2215,0,0,1,0,0,0,0,
2216,0,0,1,0,0,0,0,
2217,0,0,0,0,0,0,1,
2218,0,0,0,0,0,0,1,
2219,0,0,0,0,0,0,0,
2220,0,0,0,0,0,0,0,
2221,0,1,0,0,0,0,0,
2222,0,1,0,0,1,0,1,
2223,0,1,0,0,1,0,0,
2224,0,1,0,0,0,0,1,
2225,0,0,1,0,0,0,0,
2226,0,0,1,0,0,0,1,
2227,0,0,1,0,0,0,0,
2228,0,0,1,0,1,0,1,
2229,0,0,0,0,1,0,1,
2230,0,0,0,0,0,0,0,
2231,0,0,0,0,0,0,0,
2232,0,0,0,0,0,0,1,
2233,0,0,0,0,0,0,1,
2234,0,0,0,0,1,1,1,
2235,0,0,0,0,0,1,0,
2236,0,0,0,0,0,0,0,
2237,0,0,1,0,0,0,1,
2238,0,0,1,0,0,0,1,
2239,0,0,1,0,0,0,0,
2240,0,0,1,0,0,0,0,
2241,0,0,0,0,0,0,0,
2242,0,0,0,0,0,0,1,
2243,0,0,0,0,0,0,1,
2244,0,0,0,0,0,0,0,
2245,0,0,1,1,0,0,0,
2246,0,0,1,1,0,0,1,
2247,0,0,1,1,0,0,0,
2248,0,0,1,1,0,0,1,
2249,0,0,1,0,0,1,1,
2250,0,0,1,0,0,1,1,
2251,0,0,1,0,0,1,0,
2252,0,0,1,0,0,1,0,
2253,0,0,1,0,0,0,1,
2254,0,0,1,0,0,0,1,
2255,0,0,1,0,0,0,0,
2256,0,0,1,0,1,0,0,
2257,0,0,1,0,0,0,0,
2258,0,0,1,0,0,0,1,
2259,0,0,1,0,0,0,0,
2260,0,0,1,0,0,0,1,
2261,0,1,1,0,0,0,0,
2262,0,1,1,0,0,0,1,
2263,0,1,1,0,0,0,1,
2264,0,1,1,0,0,0,0,
2265,0,0,0,0,0,0,1,
2266,0,0,0,0,0,0,0,
2267,0,0,0,0,0,0,0,
2268,0,0,0,0,0,0,1,
2269,0,0,0,0,0,0,0,
2270,0,0,0,0,0,0,1,
2271,0,0,0,0,0,1,1,
2272,0,0,0,0,0,1,1,
2273,1,0,0,0,0,0,1,
2274,0,0,0,0,0,0,1,
2275,1,0,0,0,0,1,0,
2276,0,0,0,0,0,0,0,
2277,0,0,0,0,0,0,1,
2278,0,0,0,0,0,1,1,
2279,0,0,0,0,0,1,1,
2280,1,0,0,0,0,1,1,
2281,0,0,0,0,0,1,0,
2282,0,0,0,0,0,1,1,
2283,0,0,0,0,0,1,0,
2284,1,0,0,0,0,0,0,
2285,0,0,0,0,0,0,0,
2286,0,0,0,0,0,0,1,
2287,0,0,0,0,0,0,1,
2288,0,0,0,0,0,0,0,
2289,0,0,0,0,0,0,0,
2290,0,0,0,0,0,0,0,
2291,1,0,0,0,0,0,0,
2292,0,0,0,0,0,0,0,
2293,1,0,0,0,0,0,1,
2294,1,0,0,0,0,1,1,
2295,0,0,0,0,0,0,1,
2296,0,0,0,0,0,1,1,
2297,0,0,0,0,0,1,0,
2298,0,0,0,0,0,0,0,
2299,0,0,0,0,0,0,0,
2300,1,0,0,0,0,1,0,
2301,0,0,0,0,0,0,0,
2302,0,0,0,0,1,0,1,
2303,0,0,0,0,1,0,1,
2304,0,0,0,0,1,0,0,
2305,0,0,1,0,0,0,0,
2306,0,0,1,0,0,0,1,
2307,0,0,1,0,0,0,0,
2308,0,0,1,0,0,0,1,
2309,0,0,0,0,0,0,1,
2310,0,0,0,0,0,0,1,
2311,0,0,0,0,0,0,0,
2312,0,0,0,0,0,0,0,
2313,0,0,0,0,0,0,0,
2314,0,0,0,0,0,0,1,
2315,0,0,0,0,0,0,1,
2316,0,0,0,0,0,0,0,
2317,0,0,0,0,1,0,1,
2318,0,0,0,0,1,0,0,
2319,0,0,0,0,1,0,1,
2320,0,0,0,0,1,0,0,
2321,1,1,1,0,0,0,0,
2322,1,1,1,0,0,0,1,
2323,1,1,1,0,0,0,0,
2324,1,1,1,0,0,0,1,
2325,0,0,0,0,1,0,1,
2326,0,0,0,0,1,1,1,
2327,0,0,0,0,1,1,0,
2328,0,0,0,0,0,0,0,
2329,0,0,0,1,0,0,0,
2330,0,0,0,1,0,0,1,
2331,0,0,0,1,0,0,0,
2332,0,0,0,1,0,0,1,
2333,0,0,0,0,0,0,1,
2334,0,0,0,0,0,0,0,
2335,0,0,0,0,0,0,1,
2336,0,0,0,0,0,0,0,
2337,0,0,1,0,0,0,0,
2338,0,0,1,0,0,0,1,
2339,0,0,1,0,0,0,0,
2340,0,0,1,0,0,0,1,
2341,1,0,0,1,0,0,1,
2342,1,0,0,0,0,0,1,
2343,1,0,0,0,0,0,1,
2344,1,0,0,0,0,1,1,
2345,0,0,0,0,0,1,1,
2346,1,0,0,1,0,0,1,
2347,0,0,1,0,0,1,1,
2348,1,0,0,1,0,1,0,
2349,1,0,0,1,0,1,0,
2350,0,0,0,0,0,1,0,
2351,0,0,0,0,0,0,1,
2352,1,0,0,0,0,1,0,
2353,1,0,0,0,0,1,0,
2354,0,0,1,0,0,0,0,
2355,1,0,0,0,0,0,0,
2356,1,1,0,0,0,0,0,
2357,0,0,0,0,0,0,0,
2358,0,0,1,0,0,0,0,
2359,0,0,1,0,0,0,1,
2360,0,0,0,0,0,0,1,
2361,1,0,0,0,0,1,0,
2362,0,0,0,0,0,1,0,
2363,1,1,0,0,0,0,1,
2364,0,0,0,0,0,0,1,
2365,1,1,0,0,0,1,1,
2366,0,0,0,0,0,1,0,
2367,1,1,0,0,0,0,0,
2368,1,0,0,0,0,1,1,
2369,1,0,1,0,0,0,0,
2370,1,0,1,0,0,0,1,
2371,1,0,1,0,0,0,1,
2372,1,0,1,0,0,0,0,
2373,1,1,0,0,0,0,0,
2374,1,1,0,0,0,0,1,
2375,1,1,0,0,0,0,1,
2376,1,1,0,0,1,0,0,
2377,0,0,0,0,0,0,1,
2378,0,0,0,0,0,0,1,
